Transaction_Date,Description,Amount_UGX,Category,Source
2025-12-08,AGENT 3487 - SALARY DEPOSIT,1856200.0,Income/Transfers,Centenary Bank
2025-07-11,SALARY DEPOSIT MBALE,839100.0,Income/Transfers,MTN MoMo
2025-06-04,POS PURCHASE LYCADATA KAMPALA,43400.0,Airtime & Data,Airtel Money
2026-03-18,POS PURCHASE TOTALENERGIES KAMPALA,41900.0,Transport,MTN MoMo
2025-10-25,NWSC ENT,186300.0,Utilities,Airtel Money
2025-04-11,AGENT 4711 - BANK TO WALLET,4484400.0,Income/Transfers,Stanbic
2025-05-13,MOMOPAY 799270 MOMO TRANSFER FROM,2385200.0,Income/Transfers,Airtel Money
2025-06-12,WHT 96% UBER,52700.0,Transport,MTN MoMo
2026-02-03,MOMO TRANSFER FROM KLA,649500.0,Income/Transfers,Airtel Money
2025-12-22,TOTALENERGIES MUK,43200.0,Transport,Centenary Bank
2025-08-24,MOMOPAY 605303 NWSC,129700.0,Utilities,Stanbic
2025-05-01,WHT 22% AIRTEL TOPUP,29300.0,Airtime & Data,MTN MoMo
2025-09-01,STANDARD HIGH GULU,726600.0,Education,Centenary Bank
2025-07-31,POS PURCHASE CARREFOUR KAMPALA,26000.0,Food & Groceries,Airtel Money
2025-12-27,POS PURCHASE MTN AIRTIME KAMPALA,38300.0,Airtime & Data,Centenary Bank
2025-08-16,MOMOPAY 816882 AIRTEL INTERNET,71200.0,Utilities,Airtel Money
2025-11-08,JAVA HOUSE MBALE,28800.0,Dining & Drinks,MTN MoMo
2025-05-18,POS PURCHASE AIRTEL TOPUP KAMPALA,21700.0,Airtime & Data,Centenary Bank
2025-05-17,WHT 21% AIRTEL INTERNET,202900.0,Utilities,Stanbic
2025-05-25,WHT 77% KIKUUBO WHOLESALE,107600.0,Food & Groceries,Stanbic
2026-02-22,WHT 90% CARREFOUR,73200.0,Food & Groceries,Airtel Money
2026-03-17,WHT 93% CARREFOUR,74200.0,Food & Groceries,Airtel Money
2026-03-20,MOMOPAY 722304 GREENHILL ACADEMY,502500.0,Education,Airtel Money
2025-05-21,WHT 23% MEGA STANDARD,114300.0,Food & Groceries,MTN MoMo
2025-09-16,PAID FOR LYCADATA,40800.0,Airtime & Data,Stanbic
2026-02-02,POS PURCHASE AIRTEL TOPUP KAMPALA,3700.0,Airtime & Data,Stanbic
2026-02-27,MOMOPAY 708024 CAPITAL SHOPPERS,74200.0,Food & Groceries,Stanbic
2025-07-26,MOMOPAY 425127 BANK TO WALLET,1984400.0,Income/Transfers,Airtel Money
2026-01-24,AGENT 9153 - KIKUUBO WHOLESALE,116300.0,Food & Groceries,Airtel Money
2026-02-10,POS PURCHASE LYCADATA KAMPALA,36100.0,Airtime & Data,Stanbic
2026-03-18,PAID FOR CARREFOUR,87500.0,Food & Groceries,Stanbic
2025-07-24,PAID FOR LYCADATA,11400.0,Airtime & Data,Airtel Money
2026-02-21,PAID FOR SALARY DEPOSIT,4672400.0,Income/Transfers,Stanbic
2026-01-21,POS PURCHASE AIRTEL TOPUP KAMPALA,40600.0,Airtime & Data,Centenary Bank
2025-03-25,POS PURCHASE CARREFOUR KAMPALA,64700.0,Food & Groceries,MTN MoMo
2025-05-28,MOMOPAY 417386 CARREFOUR,144300.0,Food & Groceries,MTN MoMo
2025-06-08,AGENT 8749 - QUALITY SUPERMARKET,144500.0,Food & Groceries,Airtel Money
2025-10-10,PAID FOR LINK BUS,24200.0,Transport,Airtel Money
2025-09-11,PAID FOR LOCAL JOINT,22900.0,Dining & Drinks,Centenary Bank
2025-08-30,POS PURCHASE MEGA STANDARD KAMPALA,143700.0,Food & Groceries,Centenary Bank
2025-11-01,WHT 58% ZUKU TV,289500.0,Utilities,Centenary Bank
2025-10-29,PAID FOR MTN AIRTIME,33400.0,Airtime & Data,MTN MoMo
2025-04-11,POS PURCHASE CAPITAL SHOPPERS KAMPALA,12300.0,Food & Groceries,Centenary Bank
2025-07-28,WHT 20% ZUKU TV,245400.0,Utilities,Centenary Bank
2025-08-18,POS PURCHASE AIRTEL TOPUP KAMPALA,41600.0,Airtime & Data,MTN MoMo
2025-08-24,MTN AIRTIME MBALE,36800.0,Airtime & Data,MTN MoMo
2025-07-01,POS PURCHASE MEGA STANDARD KAMPALA,140300.0,Food & Groceries,Airtel Money
2025-05-01,WHT 10% AIRTEL TOPUP,17000.0,Airtime & Data,Centenary Bank
2026-03-04,WHT 32% CARREFOUR,75600.0,Food & Groceries,Airtel Money
2025-12-24,WHT 96% UMEME YAKA,234700.0,Utilities,MTN MoMo
2025-06-28,POS PURCHASE BANK TO WALLET KAMPALA,321000.0,Income/Transfers,Airtel Money
2025-03-29,POS PURCHASE BANK TO WALLET KAMPALA,1478100.0,Income/Transfers,Centenary Bank
2025-03-27,WHT 78% CARREFOUR,77400.0,Food & Groceries,Airtel Money
2026-01-30,PAID FOR AIRTEL INTERNET,225400.0,Utilities,Stanbic
2025-11-01,POS PURCHASE LINK BUS KAMPALA,55100.0,Transport,Airtel Money
2025-07-03,MOMOPAY 651087 MEGA STANDARD,117200.0,Food & Groceries,Centenary Bank
2025-04-09,PAID FOR TOTALENERGIES,43300.0,Transport,Stanbic
2025-05-23,AGENT 5613 - JAVA HOUSE,57500.0,Dining & Drinks,Centenary Bank
2025-06-18,POS PURCHASE CARREFOUR KAMPALA,101900.0,Food & Groceries,MTN MoMo
2026-01-18,PAID FOR NANDOS,76400.0,Dining & Drinks,Airtel Money
2025-10-31,WHT 85% TOTALENERGIES,61600.0,Transport,Stanbic
2025-09-29,WHT 84% CAFESSERIE,32500.0,Dining & Drinks,MTN MoMo
2025-10-11,NANDOS ENT,10100.0,Dining & Drinks,Centenary Bank
2025-12-09,POS PURCHASE KYAMBOGO KAMPALA,1867300.0,Education,Airtel Money
2025-06-03,SALARY DEPOSIT MBALE,740000.0,Income/Transfers,Stanbic
2025-03-25,MOMO TRANSFER FROM ENT,3915100.0,Income/Transfers,Centenary Bank
2025-07-16,MOMOPAY 257486 MOMO TRANSFER FROM,2919200.0,Income/Transfers,MTN MoMo
2025-07-10,WHT 20% LOCAL JOINT,48400.0,Dining & Drinks,Stanbic
2025-05-14,PAID FOR UBER,17800.0,Transport,Airtel Money
2025-08-28,POS PURCHASE MTN AIRTIME KAMPALA,2300.0,Airtime & Data,Centenary Bank
2025-04-28,MOMOPAY 948161 BANK TO WALLET,4277700.0,Income/Transfers,MTN MoMo
2025-08-17,POS PURCHASE MOMO TRANSFER FROM KAMPALA,57400.0,Income/Transfers,Centenary Bank
2025-05-06,AGENT 7403 - JAVA HOUSE,49800.0,Dining & Drinks,Centenary Bank
2026-02-11,PAID FOR KFC,25900.0,Dining & Drinks,Stanbic
2025-11-09,MOMOPAY 813575 TOTALENERGIES,44400.0,Transport,Centenary Bank
2025-12-01,MOMOPAY 679197 GREENHILL ACADEMY,2594700.0,Education,Stanbic
2025-04-19,AGENT 6077 - LYCADATA,49500.0,Airtime & Data,Airtel Money
2025-05-24,MOMOPAY 331905 JAVA HOUSE,37000.0,Dining & Drinks,Stanbic
2025-12-24,NANDOS MBALE,90000.0,Dining & Drinks,Centenary Bank
2026-01-07,KIKUUBO WHOLESALE ENT,101200.0,Food & Groceries,Centenary Bank
2025-09-27,POS PURCHASE QUALITY SUPERMARKET KAMPALA,113000.0,Food & Groceries,Centenary Bank
2025-12-05,PAID FOR SHELL,9700.0,Transport,Centenary Bank
2025-10-27,PAID FOR BANK TO WALLET,1996700.0,Income/Transfers,Airtel Money
2025-07-02,MOMOPAY 422966 CAFESSERIE,118500.0,Dining & Drinks,Airtel Money
2025-06-13,LOCAL JOINT MBALE,82500.0,Dining & Drinks,Airtel Money
2025-10-12,PAID FOR MTN AIRTIME,13700.0,Airtime & Data,MTN MoMo
2025-05-09,AGENT 5464 - QUALITY SUPERMARKET,140500.0,Food & Groceries,Stanbic
2025-05-13,SHELL GULU,10800.0,Transport,MTN MoMo
2025-12-12,POS PURCHASE ZUKU TV KAMPALA,254700.0,Utilities,Airtel Money
2026-03-09,POS PURCHASE CAFESSERIE KAMPALA,20900.0,Dining & Drinks,Airtel Money
2025-05-04,KFC MUK,106200.0,Dining & Drinks,Airtel Money
2025-11-09,AGENT 6200 - QUALITY SUPERMARKET,100800.0,Food & Groceries,Stanbic
2025-06-08,MOMOPAY 671356 AIRTEL TOPUP,7800.0,Airtime & Data,Centenary Bank
2025-05-23,POS PURCHASE UMEME YAKA KAMPALA,153600.0,Utilities,MTN MoMo
2025-11-28,PAID FOR CAPITAL SHOPPERS,8100.0,Food & Groceries,Airtel Money
2025-11-11,MOMOPAY 603984 KIKUUBO WHOLESALE,61600.0,Food & Groceries,MTN MoMo
2026-03-16,MOMOPAY 732635 BANK TO WALLET,101400.0,Income/Transfers,Stanbic
2026-03-05,AGENT 1755 - SALARY DEPOSIT,3417400.0,Income/Transfers,Centenary Bank
2025-10-01,JAVA HOUSE MSK,39700.0,Dining & Drinks,Centenary Bank
2025-10-25,CARREFOUR ENT,85700.0,Food & Groceries,Centenary Bank
2025-08-26,AIRTEL TOPUP GULU,43300.0,Airtime & Data,Stanbic
2026-03-03,MOMOPAY 941007 UBER,47000.0,Transport,Centenary Bank
2025-09-20,AGENT 8682 - YY COACHES,31800.0,Transport,Centenary Bank
2025-05-27,PAID FOR MULTICHOICE DSTV,188400.0,Utilities,Stanbic
2025-10-22,CAFESSERIE MUK,15800.0,Dining & Drinks,Airtel Money
2025-12-10,WHT 32% SAFEBODA,76400.0,Transport,Airtel Money
2025-08-14,KFC MSK,61100.0,Dining & Drinks,MTN MoMo
2025-06-26,MTN AIRTIME KLA,21300.0,Airtime & Data,Stanbic
2025-11-19,WHT 29% SHELL,11700.0,Transport,Stanbic
2025-07-22,POS PURCHASE TOTALENERGIES KAMPALA,15400.0,Transport,Stanbic
2025-08-06,AGENT 9324 - SALARY DEPOSIT,2220900.0,Income/Transfers,MTN MoMo
2025-11-07,AGENT 3402 - SALARY DEPOSIT,695000.0,Income/Transfers,Airtel Money
2025-04-08,AGENT 2773 - JAVA HOUSE,103500.0,Dining & Drinks,Stanbic
2025-08-25,WHT 77% MEGA STANDARD,126200.0,Food & Groceries,Airtel Money
2025-05-20,WHT 98% STANDARD HIGH,1953100.0,Education,Centenary Bank
2025-08-20,PAID FOR KFC,118600.0,Dining & Drinks,Stanbic
2025-06-21,MOMOPAY 818015 SHELL,37000.0,Transport,Centenary Bank
2025-10-22,WHT 58% JAVA HOUSE,85500.0,Dining & Drinks,Airtel Money
2026-03-09,POS PURCHASE YY COACHES KAMPALA,36900.0,Transport,MTN MoMo
2026-03-19,WHT 29% KFC,114900.0,Dining & Drinks,Airtel Money
2025-11-17,CAPITAL SHOPPERS MUK,85500.0,Food & Groceries,Airtel Money
2026-03-15,CARREFOUR MSK,140400.0,Food & Groceries,Airtel Money
2025-07-21,MOMOPAY 258078 MTN AIRTIME,20200.0,Airtime & Data,Stanbic
2025-08-17,AGENT 1225 - ZUKU TV,52600.0,Utilities,MTN MoMo
2025-08-28,PAID FOR MTN AIRTIME,47900.0,Airtime & Data,MTN MoMo
2025-06-26,MOMOPAY 853997 MEGA STANDARD,137400.0,Food & Groceries,MTN MoMo
2025-04-25,WHT 15% MOMO TRANSFER FROM,2238500.0,Income/Transfers,MTN MoMo
2026-02-13,MOMOPAY 341157 MEGA STANDARD,54700.0,Food & Groceries,Stanbic
2025-10-23,POS PURCHASE TOTALENERGIES KAMPALA,12600.0,Transport,MTN MoMo
2025-11-28,MOMOPAY 491964 AIRTEL TOPUP,5400.0,Airtime & Data,Airtel Money
2026-03-20,AGENT 8146 - KIKUUBO WHOLESALE,40700.0,Food & Groceries,Airtel Money
2026-02-11,PAID FOR CAFESSERIE,34700.0,Dining & Drinks,MTN MoMo
2025-07-28,POS PURCHASE AIRTEL TOPUP KAMPALA,19700.0,Airtime & Data,Airtel Money
2026-03-03,AGENT 4267 - LYCADATA,25200.0,Airtime & Data,MTN MoMo
2025-07-15,WHT 35% CAPITAL SHOPPERS,42700.0,Food & Groceries,Centenary Bank
2025-08-14,WHT 89% LYCADATA,31700.0,Airtime & Data,Centenary Bank
2025-08-02,AGENT 5431 - NWSC,116000.0,Utilities,Stanbic
2025-04-04,POS PURCHASE BANK TO WALLET KAMPALA,4912700.0,Income/Transfers,Centenary Bank
2025-09-06,AGENT 2264 - MTN AIRTIME,11400.0,Airtime & Data,MTN MoMo
2025-12-22,WHT 51% SHELL,39400.0,Transport,Stanbic
2025-12-06,WHT 44% UMEME YAKA,208200.0,Utilities,Airtel Money
2025-04-05,CARREFOUR ENT,138700.0,Food & Groceries,Stanbic
2025-11-30,AGENT 8645 - AIRTEL TOPUP,21500.0,Airtime & Data,Stanbic
2026-02-08,WHT 48% SALARY DEPOSIT,1359300.0,Income/Transfers,Airtel Money
2025-11-15,AGENT 7457 - TOTALENERGIES,68200.0,Transport,Airtel Money
2026-01-25,JAVA HOUSE GULU,108700.0,Dining & Drinks,Airtel Money
2026-01-27,WHT 65% QUALITY SUPERMARKET,93100.0,Food & Groceries,Airtel Money
2026-01-02,MOMOPAY 620055 CAFESSERIE,54100.0,Dining & Drinks,Airtel Money
2026-03-09,BANK TO WALLET MUK,4485100.0,Income/Transfers,Stanbic
2025-06-21,MOMOPAY 453608 TOTALENERGIES,47900.0,Transport,MTN MoMo
2025-10-04,WHT 59% LYCADATA,23800.0,Airtime & Data,Airtel Money
2026-03-23,PAID FOR CAFESSERIE,48800.0,Dining & Drinks,MTN MoMo
2026-01-15,SHELL KLA,16000.0,Transport,Centenary Bank
2025-06-15,POS PURCHASE JAVA HOUSE KAMPALA,99800.0,Dining & Drinks,MTN MoMo
2025-12-04,PAID FOR ZUKU TV,94300.0,Utilities,Stanbic
2025-04-12,PAID FOR GREENHILL ACADEMY,874100.0,Education,Airtel Money
2026-01-02,AIRTEL INTERNET MBALE,181700.0,Utilities,Stanbic
2025-07-21,PAID FOR LYCADATA,9400.0,Airtime & Data,Airtel Money
2025-06-14,MOMOPAY 898531 LOCAL JOINT,31200.0,Dining & Drinks,Stanbic
2025-04-28,CAPITAL SHOPPERS GULU,79800.0,Food & Groceries,MTN MoMo
2025-12-27,AGENT 4842 - MOMO TRANSFER FROM,1745800.0,Income/Transfers,Centenary Bank
2026-02-05,PAID FOR LOCAL JOINT,37800.0,Dining & Drinks,Stanbic
2025-08-31,MEGA STANDARD GULU,130300.0,Food & Groceries,Centenary Bank
2026-03-20,PAID FOR AIRTEL INTERNET,62100.0,Utilities,Centenary Bank
2025-07-06,MOMOPAY 730585 LINK BUS,15100.0,Transport,Airtel Money
2025-12-12,AIRTEL TOPUP KLA,46100.0,Airtime & Data,Centenary Bank
2025-06-13,POS PURCHASE TOTALENERGIES KAMPALA,31600.0,Transport,Centenary Bank
2026-02-02,PAID FOR SALARY DEPOSIT,123300.0,Income/Transfers,Airtel Money
2025-11-10,POS PURCHASE MEGA STANDARD KAMPALA,55100.0,Food & Groceries,MTN MoMo
2025-06-15,MOMOPAY 655369 UMEME YAKA,170900.0,Utilities,Stanbic
2026-01-31,WHT 37% CARREFOUR,48800.0,Food & Groceries,MTN MoMo
2025-11-03,AIRTEL TOPUP MSK,41400.0,Airtime & Data,MTN MoMo
2025-12-11,PAID FOR LYCADATA,19900.0,Airtime & Data,Airtel Money
2026-03-21,PAID FOR KYAMBOGO,2818900.0,Education,Stanbic
2026-03-07,TOTALENERGIES MUK,4800.0,Transport,Stanbic
2025-10-23,POS PURCHASE ZUKU TV KAMPALA,104600.0,Utilities,Airtel Money
2025-12-02,POS PURCHASE BANK TO WALLET KAMPALA,523900.0,Income/Transfers,Airtel Money
2026-01-14,MOMO TRANSFER FROM KLA,2194500.0,Income/Transfers,Stanbic
2026-02-12,MOMOPAY 792992 LYCADATA,27400.0,Airtime & Data,MTN MoMo
2025-12-12,YY COACHES ENT,3200.0,Transport,MTN MoMo
2026-03-21,KFC MUK,116300.0,Dining & Drinks,Centenary Bank
2025-06-16,AGENT 1779 - CAFESSERIE,107600.0,Dining & Drinks,Stanbic
2025-06-06,WHT 20% KYAMBOGO,675800.0,Education,Stanbic
2025-10-29,AGENT 5428 - NWSC,145100.0,Utilities,Stanbic
2026-02-06,POS PURCHASE CARREFOUR KAMPALA,44400.0,Food & Groceries,Airtel Money
2026-01-02,MOMOPAY 417293 STANDARD HIGH,327100.0,Education,Centenary Bank
2026-01-12,PAID FOR MTN AIRTIME,45300.0,Airtime & Data,Airtel Money
2025-04-09,POS PURCHASE CAFESSERIE KAMPALA,96500.0,Dining & Drinks,Stanbic
2026-03-13,POS PURCHASE CAPITAL SHOPPERS KAMPALA,33600.0,Food & Groceries,Centenary Bank
2025-07-09,POS PURCHASE AIRTEL INTERNET KAMPALA,227200.0,Utilities,Stanbic
2025-09-22,AGENT 9118 - NWSC,74800.0,Utilities,Centenary Bank
2025-11-05,POS PURCHASE LINK BUS KAMPALA,43900.0,Transport,Airtel Money
2025-06-16,WHT 19% CAPITAL SHOPPERS,72600.0,Food & Groceries,Airtel Money
2026-02-24,PAID FOR LINK BUS,73400.0,Transport,Airtel Money
2026-03-23,AGENT 1824 - SHELL,21200.0,Transport,Stanbic
2025-04-01,POS PURCHASE SALARY DEPOSIT KAMPALA,2169800.0,Income/Transfers,Airtel Money
2025-05-01,AGENT 4387 - MTN AIRTIME,12500.0,Airtime & Data,MTN MoMo
2026-03-23,PAID FOR LYCADATA,2400.0,Airtime & Data,Centenary Bank
2025-07-31,AGENT 4710 - CAFESSERIE,49700.0,Dining & Drinks,Airtel Money
2025-11-18,MOMOPAY 262908 MTN AIRTIME,34100.0,Airtime & Data,Airtel Money
2025-07-13,BANK TO WALLET KLA,1999500.0,Income/Transfers,Airtel Money
2025-11-08,MTN AIRTIME KLA,3900.0,Airtime & Data,MTN MoMo
2025-11-21,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,47400.0,Food & Groceries,Airtel Money
2026-02-25,WHT 21% MEGA STANDARD,11100.0,Food & Groceries,Airtel Money
2025-09-07,WHT 81% STANDARD HIGH,2072900.0,Education,Centenary Bank
2025-10-09,AGENT 6992 - KIKUUBO WHOLESALE,27800.0,Food & Groceries,Centenary Bank
2026-03-06,WHT 87% MTN AIRTIME,15700.0,Airtime & Data,MTN MoMo
2025-09-15,MOMOPAY 440483 UBER,26800.0,Transport,Centenary Bank
2025-12-16,AGENT 1682 - MAKERERE UNI,1922000.0,Education,Stanbic
2025-05-16,PAID FOR KFC,86000.0,Dining & Drinks,MTN MoMo
2025-09-09,POS PURCHASE MTN AIRTIME KAMPALA,20600.0,Airtime & Data,Centenary Bank
2026-03-14,PAID FOR LOCAL JOINT,21200.0,Dining & Drinks,Stanbic
2025-09-01,WHT 68% KIKUUBO WHOLESALE,144400.0,Food & Groceries,Airtel Money
2025-07-07,UBER GULU,27100.0,Transport,Airtel Money
2026-03-21,POS PURCHASE BANK TO WALLET KAMPALA,3184400.0,Income/Transfers,Centenary Bank
2026-01-25,CARREFOUR MUK,110200.0,Food & Groceries,MTN MoMo
2025-09-03,MOMOPAY 164329 SAFEBODA,14600.0,Transport,Airtel Money
2025-09-11,WHT 65% MEGA STANDARD,122200.0,Food & Groceries,Centenary Bank
2025-09-29,WHT 53% SAFEBODA,58600.0,Transport,Airtel Money
2025-08-30,STANDARD HIGH MUK,705700.0,Education,Stanbic
2025-12-28,MOMOPAY 958561 AIRTEL INTERNET,185200.0,Utilities,Stanbic
2025-04-15,AGENT 3489 - MTN AIRTIME,2800.0,Airtime & Data,MTN MoMo
2025-03-29,MOMOPAY 445993 SAFEBODA,50900.0,Transport,Airtel Money
2025-04-22,MEGA STANDARD MUK,69600.0,Food & Groceries,Centenary Bank
2025-11-26,MOMOPAY 329581 BANK TO WALLET,97200.0,Income/Transfers,Stanbic
2025-06-10,MOMOPAY 828195 CAFESSERIE,77800.0,Dining & Drinks,Stanbic
2025-12-22,AGENT 6920 - CAPITAL SHOPPERS,99100.0,Food & Groceries,MTN MoMo
2025-06-10,MOMOPAY 555125 KIKUUBO WHOLESALE,50000.0,Food & Groceries,Airtel Money
2025-09-07,CARREFOUR KLA,47400.0,Food & Groceries,Stanbic
2026-02-07,WHT 59% AIRTEL TOPUP,44400.0,Airtime & Data,MTN MoMo
2026-01-29,POS PURCHASE LOCAL JOINT KAMPALA,116800.0,Dining & Drinks,Stanbic
2025-05-28,MOMOPAY 877847 SALARY DEPOSIT,1384600.0,Income/Transfers,MTN MoMo
2025-09-30,WHT 98% SALARY DEPOSIT,905600.0,Income/Transfers,Airtel Money
2026-01-10,MOMOPAY 583524 NANDOS,109200.0,Dining & Drinks,Airtel Money
2025-11-18,POS PURCHASE JAVA HOUSE KAMPALA,51900.0,Dining & Drinks,Centenary Bank
2025-04-04,CAPITAL SHOPPERS MUK,90000.0,Food & Groceries,Stanbic
2025-09-21,POS PURCHASE NANDOS KAMPALA,33900.0,Dining & Drinks,MTN MoMo
2025-11-16,POS PURCHASE MTN AIRTIME KAMPALA,5900.0,Airtime & Data,Centenary Bank
2026-02-10,MOMOPAY 371628 MTN AIRTIME,36300.0,Airtime & Data,Airtel Money
2026-02-12,WHT 39% LOCAL JOINT,118500.0,Dining & Drinks,Centenary Bank
2025-11-05,MOMOPAY 125230 QUALITY SUPERMARKET,8900.0,Food & Groceries,Stanbic
2025-07-22,MOMOPAY 814096 LYCADATA,12200.0,Airtime & Data,Airtel Money
2025-08-23,KFC MBALE,107400.0,Dining & Drinks,Stanbic
2025-11-17,POS PURCHASE AIRTEL TOPUP KAMPALA,45400.0,Airtime & Data,Stanbic
2025-12-28,KIKUUBO WHOLESALE GULU,5500.0,Food & Groceries,Stanbic
2025-04-22,MOMOPAY 597745 LOCAL JOINT,26100.0,Dining & Drinks,Airtel Money
2025-06-17,PAID FOR JAVA HOUSE,73400.0,Dining & Drinks,Centenary Bank
2026-01-25,AGENT 7015 - LOCAL JOINT,70600.0,Dining & Drinks,Airtel Money
2025-05-02,MOMOPAY 639413 KIKUUBO WHOLESALE,52500.0,Food & Groceries,Airtel Money
2026-01-26,WHT 14% SALARY DEPOSIT,3500700.0,Income/Transfers,Centenary Bank
2025-04-20,AGENT 3471 - KFC,62400.0,Dining & Drinks,Stanbic
2025-06-20,POS PURCHASE SALARY DEPOSIT KAMPALA,4218300.0,Income/Transfers,Centenary Bank
2026-02-03,PAID FOR LOCAL JOINT,90600.0,Dining & Drinks,Stanbic
2026-03-23,MOMOPAY 415423 MTN AIRTIME,19800.0,Airtime & Data,Stanbic
2026-01-20,CARREFOUR MSK,147300.0,Food & Groceries,Stanbic
2025-04-24,AGENT 5774 - CARREFOUR,132700.0,Food & Groceries,Stanbic
2025-11-13,POS PURCHASE CAFESSERIE KAMPALA,78800.0,Dining & Drinks,Stanbic
2026-01-01,BANK TO WALLET KLA,641900.0,Income/Transfers,MTN MoMo
2025-07-05,LYCADATA GULU,30600.0,Airtime & Data,Centenary Bank
2025-12-12,PAID FOR AIRTEL TOPUP,17400.0,Airtime & Data,MTN MoMo
2025-06-28,SAFEBODA MBALE,5100.0,Transport,Airtel Money
2025-10-14,AGENT 5300 - SHELL,22600.0,Transport,MTN MoMo
2025-07-10,WHT 47% UMEME YAKA,31500.0,Utilities,Centenary Bank
2025-08-21,AGENT 2840 - QUALITY SUPERMARKET,33000.0,Food & Groceries,Stanbic
2025-12-28,AGENT 6320 - MOMO TRANSFER FROM,1910400.0,Income/Transfers,Centenary Bank
2026-01-30,POS PURCHASE UBER KAMPALA,14800.0,Transport,Airtel Money
2026-01-20,MOMOPAY 626596 JAVA HOUSE,117500.0,Dining & Drinks,Centenary Bank
2026-02-05,WHT 25% AIRTEL TOPUP,47800.0,Airtime & Data,Stanbic
2025-11-16,POS PURCHASE AIRTEL TOPUP KAMPALA,27800.0,Airtime & Data,Centenary Bank
2026-03-01,POS PURCHASE AIRTEL TOPUP KAMPALA,14500.0,Airtime & Data,Centenary Bank
2025-09-22,MOMOPAY 956044 JAVA HOUSE,32000.0,Dining & Drinks,Stanbic
2025-10-19,AGENT 6306 - YY COACHES,79600.0,Transport,MTN MoMo
2025-04-15,WHT 97% MTN AIRTIME,19900.0,Airtime & Data,MTN MoMo
2025-11-23,WHT 41% TOTALENERGIES,79100.0,Transport,Centenary Bank
2025-06-02,QUALITY SUPERMARKET MUK,105500.0,Food & Groceries,Stanbic
2025-11-04,PAID FOR CAPITAL SHOPPERS,48800.0,Food & Groceries,Stanbic
2025-09-05,WHT 45% MEGA STANDARD,84700.0,Food & Groceries,Airtel Money
2025-10-20,POS PURCHASE CAPITAL SHOPPERS KAMPALA,80600.0,Food & Groceries,MTN MoMo
2025-09-05,MOMOPAY 256135 UBER,20700.0,Transport,Centenary Bank
2026-01-18,WHT 36% SALARY DEPOSIT,1850300.0,Income/Transfers,Airtel Money
2026-03-13,WHT 62% YY COACHES,36900.0,Transport,Centenary Bank
2025-12-30,WHT 44% MTN AIRTIME,10600.0,Airtime & Data,Stanbic
2025-05-24,PAID FOR JAVA HOUSE,10900.0,Dining & Drinks,Stanbic
2025-09-01,WHT 94% NANDOS,80500.0,Dining & Drinks,Centenary Bank
2025-06-04,MOMOPAY 521513 AIRTEL TOPUP,4300.0,Airtime & Data,MTN MoMo
2026-03-06,MTN AIRTIME MUK,46400.0,Airtime & Data,Stanbic
2025-08-01,PAID FOR SALARY DEPOSIT,4190700.0,Income/Transfers,Centenary Bank
2025-06-03,PAID FOR QUALITY SUPERMARKET,90000.0,Food & Groceries,Centenary Bank
2025-11-23,POS PURCHASE CAPITAL SHOPPERS KAMPALA,51000.0,Food & Groceries,Stanbic
2026-01-31,MOMOPAY 948838 KFC,96600.0,Dining & Drinks,Centenary Bank
2026-02-14,CAPITAL SHOPPERS ENT,50600.0,Food & Groceries,MTN MoMo
2025-04-01,WHT 22% CAFESSERIE,74900.0,Dining & Drinks,MTN MoMo
2025-03-24,POS PURCHASE MEGA STANDARD KAMPALA,9700.0,Food & Groceries,Stanbic
2025-10-02,AGENT 2283 - MULTICHOICE DSTV,202300.0,Utilities,Airtel Money
2025-12-29,POS PURCHASE NWSC KAMPALA,140400.0,Utilities,Stanbic
2026-02-03,SALARY DEPOSIT KLA,912100.0,Income/Transfers,Centenary Bank
2025-08-17,CARREFOUR KLA,118200.0,Food & Groceries,Centenary Bank
2025-11-02,AIRTEL TOPUP GULU,37200.0,Airtime & Data,Centenary Bank
2025-09-30,MOMOPAY 208606 NANDOS,64800.0,Dining & Drinks,Airtel Money
2026-02-15,POS PURCHASE CAFESSERIE KAMPALA,87700.0,Dining & Drinks,MTN MoMo
2026-01-23,POS PURCHASE MTN AIRTIME KAMPALA,14100.0,Airtime & Data,Stanbic
2025-07-29,WHT 62% MEGA STANDARD,38000.0,Food & Groceries,MTN MoMo
2025-04-28,AGENT 5845 - NWSC,274500.0,Utilities,MTN MoMo
2026-03-01,AGENT 4850 - LYCADATA,44700.0,Airtime & Data,Stanbic
2026-01-02,WHT 31% CAPITAL SHOPPERS,144600.0,Food & Groceries,MTN MoMo
2025-06-02,AGENT 3914 - LYCADATA,19000.0,Airtime & Data,MTN MoMo
2026-01-01,CAPITAL SHOPPERS ENT,124900.0,Food & Groceries,Centenary Bank
2025-09-21,AGENT 9713 - SALARY DEPOSIT,4889800.0,Income/Transfers,Stanbic
2025-07-13,LYCADATA MSK,26000.0,Airtime & Data,Centenary Bank
2025-04-26,TOTALENERGIES MUK,27400.0,Transport,Airtel Money
2026-02-21,POS PURCHASE MOMO TRANSFER FROM KAMPALA,2567300.0,Income/Transfers,MTN MoMo
2025-06-05,PAID FOR AIRTEL INTERNET,54500.0,Utilities,Stanbic
2025-10-29,GREENHILL ACADEMY ENT,2662100.0,Education,Centenary Bank
2025-10-10,SAFEBODA KLA,26500.0,Transport,MTN MoMo
