text,label
got electronics - 88600,Shopping
spent 406 on flight,Transport
paid 413500 towards apartment,Housing
dinner cost me 35k,Food
cleaning,Housing
clothes,Shopping
medicine,Healthcare
spent on lunch,Food
bought eye exam for 18k,Healthcare
got fuel - 177,Transport
cafe 9k,Food
just paid 40 for boda,Transport
got trash - 209000,Utilities
68k for restaurant,Food
just paid 31200 for movie,Entertainment
"ikea today, 115",Housing
spent 24k on cafe,Food
bought groceries for 42900,Food
expensive netflix 151200,Entertainment
cost of ikea was 57k,Housing
paid 198900 for boda,Transport
phone bill,Utilities
paid 103800 for laptop,Shopping
restaurant cost,Food
spent 80k on eye exam,Healthcare
dentist,Healthcare
went to groceries and spent 138,Food
paid for eye exam,Healthcare
got vitamins - 190,Healthcare
just paid 58k for taxi,Transport
bought netflix for 125,Entertainment
got rent - 301,Housing
got laptop - 381,Shopping
paid 347 for broadband,Utilities
cost of cell plan was 464,Utilities
spent 320100 on vitamins,Healthcare
bought maintenance for 44k,Housing
lunch 91k,Food
36k for coffee,Food
spent 88000 on meal,Food
476200 for jacket,Shopping
paid 82k towards eye exam,Healthcare
medicine 270200,Healthcare
trash cost,Utilities
hospital bill,Entertainment
just paid 354000 for electricity,Utilities
paid for therapy,Healthcare
28500 for cell plan,Utilities
"therapy today, 403",Healthcare
vitamins,Healthcare
paid for pizza,Food
laptop,Shopping
groceries cost me 61,Food
bought some random stuff,
went to ikea and spent 58k,Housing
first aid cost,Healthcare
boda cost,Transport
parking 455300,Transport
maintenance,Housing
went to jacket and spent 33k,Shopping
500,Food
paid 114100 for checkup,Healthcare
433 for games,Entertainment
went to cell plan and spent 118,Utilities
25k for netflix,Entertainment
plumber 65k,Housing
just paid 72k for transit,Transport
cost of flight was 12k,Transport
netflxxxxxxxxxxx,Entertainment
bought maintenance for 80k,Housing
laptop cost,Shopping
steam cost,Entertainment
bought hospital for 264500,Healthcare
"eye exam today, 3k",Healthcare
spent 417500 on flight,Transport
cost of phone bill was 29k,Utilities
maintenance,Housing
spent on gifts,Shopping
expensive shoes 193,Shopping
cost of groceries was 92300,Food
paid 130 towards vitamins,Healthcare
cell plan cost,Utilities
spent 45 on phone bill,Utilities
got parking - 268600,Transport
went to ikea and spent 33k,Housing
bought meal for 453500,Food
dinner 438,Food
got target - 140900,Shopping
paid 461500 for first aid,Healthcare
paid 93k for train,Transport
went to hospital and spent 490,Healthcare
paid 97 for therapy,Healthcare
expensive sneakers 111,Shopping
500,Food
paid 286 towards burger,Food
cost of kfc was 47k,Food
spent 11k on dinner,Food
paid 496 towards gas bill,Utilities
medicine,Healthcare
paid 414 towards home depot,Housing
310600 for power,Utilities
expensive supermarket 34k,Food
paid for restaurant,Food
spent 246 on snacks,Food
meal cost me 290,Food
bought taxi for 293900,Transport
games cost me 205,Entertainment
got therapy - 43200,Healthcare
458300 for power,Utilities
spent on movie,Entertainment
   ,Transport
just paid 198 for rent,Housing
paid 162 for transit,Transport
44k for mortgage,Housing
got kfc - 286,Food
spent 63k on phone bill,Utilities
cost of electronics was 99k,Shopping
internet,Utilities
expensive train 17k,Transport
spent on music,Entertainment
"rent today, 48k",Housing
expensive dentist 232700,Healthcare
500,Food
"home depot today, 82k",Housing
cell plan cost me 478200,Utilities
got meal - 72k,Food
went to rent and spent 91k,Housing
rent 31k,Housing
party cost me 3,Entertainment
parking,Transport
cost of ikea was 7,Housing
cost of shirts was 114,Shopping
just paid 90k for mall,Shopping
rent,Housing
cost of boda was 363,Transport
netflxxxxxxxxxxx,Entertainment
paid for netflix,Healthcare
pharmacy,Healthcare
paid 401 towards flight,Transport
37k for doctor,Healthcare
got meal - 54k,Food
bought furniture for 89k,Housing
restaurant 73,Food
spent on furniture,Housing
restaurant cost me 233200,Food
watr blll,Utilities
"apartment today, 460700",Housing
47k for lunch,Food
just paid 22k for gas bill,Utilities
dentist cost me 303200,Healthcare
target 292400,Shopping
just paid 95k for bus ticket,Transport
348100 for best buy,Shopping
went to hospital and spent 79600,Healthcare
club,Entertainment
boda cost me 362700,Transport
just paid 68k for uber,Transport
dentist,Healthcare
netflix cost me 41k,Entertainment
expensive electricity 483600,Utilities
just paid 486100 for property tax,Housing
bought supermarket for 10k,Food
ubbber ride hjshd,Transport
water bill cost me 190,Utilities
clothes,Shopping
spent 85k on fuel,Transport
went to coffee and spent 424,Food
cost of music was 168,Entertainment
bought concert for 98k,Entertainment
got bowling - 45k,Entertainment
checkup,Healthcare
40k for best buy,Shopping
spent 19 on dinner,Food
bought trash for 270,Utilities
paid 404200 towards doctor,Healthcare
paid 397100 for kfc,Food
cost of fuel was 180,Transport
paid 6k for parking,Transport
"therapy today, 233400",Healthcare
spent 317800 on dentist,Healthcare
dinner,Food
expensive furniture 319300,Housing
rent,Housing
expensive pizza 104,Food
dinner,Food
expensive mall 170,Shopping
cost of ikea was 489,Housing
went to electronics and spent 53k,Shopping
"dentist today, 2k",Healthcare
"therapy today, 42k",Healthcare
got steam - 161600,Entertainment
paid 75k towards concert,Entertainment
paid for kfc,Food
cost of netflix was 469,Entertainment
spppent 45kkk on kfffcc,Food
"parking today, 490800",Transport
paid 64k towards clinic,Healthcare
paid for dinner,Food
doctor cost me 22k,Healthcare
paid 70k towards medicine,Healthcare
   ,Transport
spent 68k on plumber,Housing
paid for movie,Entertainment
"supermarket today, 38k",Food
paid 295900 towards netflix,Entertainment
went to cleaning and spent 72,Housing
paid 54 for music,Entertainment
"netflix today, 8k",Entertainment
just paid 56k for music,Entertainment
paid 203 for broadband,Utilities
paid 4k for water bill,Utilities
wifi 131,Utilities
shoes,Shopping
500,Food
spent on theater,Entertainment
just paid 56k for bus ticket,Transport
spent on gas,Transport
paid for tolls,Transport
electricity 85k,Utilities
spent on clinic,Healthcare
441600 for trash,Utilities
party 16k,Entertainment
paid 58k towards supermarket,Food
paid for property tax,Housing
paid 71k towards steam,Entertainment
restaurant cost,Food
spent on netflix,Entertainment
lunch,Food
paid 59k towards eye exam,Healthcare
cost of flight was 93k,Transport
expensive laptop 152,Shopping
paid 128 for water bill,Utilities
"fuel today, 8",Transport
paid 4 towards electricity,Utilities
cost of eye exam was 70k,Healthcare
paid for breakfast,Food
doctor 201,Healthcare
plumber cost me 7k,Housing
wifi 46200,Utilities
spent 435 on clinic,Healthcare
"parking today, 305",Transport
electronics cost me 8k,Shopping
got fuel - 68k,Transport
$$$@#$@@! coffee!!!,Food
spent 198 on apartment,Housing
expensive clothes 225,Shopping
dinner 414,Food
paid 417 for steam,Entertainment
378 for maintenance,Housing
concert cost me 282700,Entertainment
shirts,Shopping
went to internet and spent 427,Utilities
rent cost me 361600,Housing
"flight today, 80",Transport
dinner,Food
spent on restaurant,Food
bought tolls for 32k,Transport
hospital bill,Entertainment
cost of gas bill was 255,Utilities
spent on uber,Transport
theater,Entertainment
spent on supermarket,Food
bought club for 436100,Entertainment
paid 169300 towards water bill,Utilities
spent 432800 on mall,Shopping
cost of theater was 187,Entertainment
26k for first aid,Healthcare
cleaning cost me 10k,Housing
therapy,Healthcare
went to wifi and spent 178,Utilities
120k,Shopping
dinner cost me 462200,Food
just paid 86k for cafe,Food
cinema 464,Entertainment
got flight - 89k,Transport
spent on therapy,Healthcare
paid for games,Entertainment
expensive breakfast 328500,Food
spent 29k on furniture,Housing
415200 for target,Shopping
"netflix today, 320900",Entertainment
bought tolls for 304800,Transport
asdfasdf rent asdf,Housing
phone bill 321,Utilities
paid 54k towards supermarket,Food
paid 446600 towards doctor,Healthcare
first aid,Healthcare
went to spotify and spent 253,Entertainment
spent on gifts,Shopping
snacks cost me 36,Food
electricity,Utilities
target,Shopping
paid for water bill,Utilities
spent on cinema,Entertainment
power cost,Utilities
cost of hospital was 255,Healthcare
burger cost me 305700,Food
"cinema today, 336600",Entertainment
clinic cost me 444600,Healthcare
restaurant 380600,Food
got wifi - 87k,Utilities
just paid 58k for phone bill,Utilities
"eye exam today, 245",Healthcare
75k for movie,Entertainment
bowling,Entertainment
spent on spotify,Entertainment
netflxxxxxxxxxxx,Entertainment
paid for uber,Transport
went to amazon and spent 20k,Shopping
just paid 19k for snacks,Food
"parking today, 431",Transport
bought music for 57k,Entertainment
theater cost me 53k,Entertainment
subway cost me 207200,Transport
dinner cost,Food
paid 356200 for amazon,Shopping
paid for transit,Transport
went to movie and spent 14k,Entertainment
party cost,Entertainment
just paid 352 for best buy,Shopping
paid 143 for pharmacy,Healthcare
maintenance,Housing
"property tax today, 314",Housing
paid 287800 towards pharmacy,Healthcare
paid for movie,Entertainment
"burger today, 486600",Food
paid 390800 for internet,Utilities
103500 for electricity,Utilities
got concert - 27k,Entertainment
parking cost me 55k,Transport
gas,Transport
expensive clothes 69k,Shopping
"plumber today, 136",Housing
went to clothes and spent 75k,Shopping
home depot cost me 57k,Housing
just paid 34200 for pharmacy,Healthcare
paid for parking,Transport
spent 32k on sneakers,Shopping
restaurant cost me 174,Food
paid for cell plan,Utilities
club,Entertainment
therapy cost,Healthcare
got party - 159,Entertainment
went to amazon and spent 52k,Shopping
got music - 84k,Entertainment
bought supermarket for 172700,Food
paid 113 towards taxi,Transport
just paid 89k for netflix,Entertainment
500,Food
docccctooor!! 99999999,Healthcare
bought train for 114500,Transport
bought uber for 90k,Transport
paid 237 towards rent,Housing
netflix,Entertainment
got gas bill - 273000,Utilities
went to mortgage and spent 420,Housing
expensive cinema 466700,Entertainment
31 for electricity,Utilities
groceries,Food
groceries,Food
paid for therapy,Healthcare
bought spotify for 359,Entertainment
went to therapy and spent 114,Healthcare
spent on club,Entertainment
just paid 467 for clinic,Healthcare
just paid 35k for burger,Food
groceries 307700,Food
got cafe - 129400,Food
went to cleaning and spent 67k,Housing
party cost,Entertainment
medicine 359400,Healthcare
bought cafe for 15k,Food
bought furniture for 94k,Housing
cost of shirts was 74k,Shopping
paid 499 for maintenance,Housing
parking,Transport
paid for doctor,Healthcare
paid 66700 towards clothes,Shopping
spent on gifts,Shopping
spent on subway,Transport
got laptop - 50k,Shopping
tolls,Transport
bought plumber for 100k,Housing
cost of dentist was 163500,Healthcare
home depot,Housing
went to doctor and spent 363,Healthcare
train cost me 57400,Transport
paid 42 for cafe,Food
paid for transit,Transport
paid for cell plan,Utilities
shooesss!!!!!!!!,Shopping
unknown charge,
expensive laptop 13,Shopping
spent 426 on bowling,Entertainment
bought gifts for 9k,Shopping
paid for furniture,Housing
concert 397,Entertainment
vitamins,Healthcare
cost of shirts was 19k,Shopping
just paid 347 for cleaning,Housing
spent on gas,Transport
coffee,Food
paid 35k for electricity,Utilities
paid 427300 for burger,Food
went to fuel and spent 381100,Transport
spotify,Entertainment
expensive games 286900,Entertainment
110 for apartment,Housing
went to doctor and spent 46k,Healthcare
expensive movie 51,Entertainment
music 491900,Entertainment
cafe,Food
paid for doctor,Healthcare
bought fuel for 6k,Transport
jacket,Shopping
kfc cost,Food
"dentist today, 50900",Healthcare
paid for netflix,Healthcare
paid 47k for medicine,Healthcare
spent 348 on pharmacy,Healthcare
"target today, 406",Shopping
spent 17k on gas bill,Utilities
netflxxxxxxxxxxx,Entertainment
"transit today, 413",Transport
paid 10k towards electricity,Utilities
asdfasdf rent asdf,Housing
cost of mortgage was 173,Housing
restaurant,Food
spent on gas bill,Utilities
paid for gas,Transport
paid 317600 towards mortgage,Housing
hospital,Healthcare
coffee cost me 471,Food
340 for clinic,Healthcare
"games today, 88k",Entertainment
just paid 30k for checkup,Healthcare
medicine 437900,Healthcare
   ,Transport
paid 29k for water bill,Utilities
242100 for plumber,Housing
electronics cost me 36k,Shopping
paid 265 for burger,Food
cinema,Entertainment
asdfasdf rent asdf,Housing
expensive spotify 50k,Entertainment
paid 96k for sneakers,Shopping
went to broadband and spent 55k,Utilities
spent 4k on theater,Entertainment
games,Entertainment
ubbber ride hjshd,Transport
spent 37500 on doctor,Healthcare
paid 94k towards amazon,Shopping
"checkup today, 74k",Healthcare
paid 63 for pharmacy,Healthcare
went to snacks and spent 171200,Food
clinic cost me 53k,Healthcare
got netflix - 366200,Entertainment
72k for jacket,Shopping
cost of snacks was 442,Food
spent 61k on therapy,Healthcare
bought groceries for 456100,Food
bought theater for 87k,Entertainment
netflxxxxxxxxxxx,Entertainment
"jacket today, 170",Shopping
bought supermarket for 61500,Food
spent on cinema,Entertainment
pharmacy,Healthcare
first aid,Healthcare
278 for mortgage,Housing
spent on cell plan,Utilities
spent 42k on gifts,Shopping
got laptop - 248,Shopping
lunch,Food
just paid 40k for steam,Entertainment
spppent 45kkk on kfffcc,Food
   ,Transport
paid 274300 towards broadband,Utilities
got gas - 93k,Transport
spent 162900 on boda,Transport
coffee cost,Food
went to cleaning and spent 17k,Housing
expensive breakfast 77k,Food
got apartment - 294700,Housing
clothes,Shopping
expensive power 49k,Utilities
expensive party 437,Entertainment
tolls 51k,Transport
paid 135 for train,Transport
paid 2k for power,Utilities
expensive mall 42k,Shopping
expensive restaurant 174600,Food
gas bill cost me 77,Utilities
spent 64k on broadband,Utilities
theater 376,Entertainment
bought furniture for 472500,Housing
target,Shopping
went to rent and spent 46k,Housing
"bowling today, 344900",Entertainment
went to games and spent 2,Entertainment
wifi 451300,Utilities
got water bill - 500,Utilities
paid for wifi,Utilities
coffee,Food
spent 30k on party,Entertainment
just paid 455 for tolls,Transport
just paid 65700 for clinic,Healthcare
asdfasdf rent asdf,Housing
spent on groceries,Food
just paid 428800 for sneakers,Shopping
